Metabolite_ID	Metabolite_Name	Z_Score	P_Value	N_Genes	Mean_Z	Std_Z
M_m02555r	NADPH	2.87474933624144	0.00202174184484039	94	0.938689340890036	1.24703789497407
M_m01660c	dehydroepiandrosterone	2.85765601656113	0.00213391384572778	6	2.03999204079693	1.2510459933896
M_m01790c	estrone	2.84791352946965	0.00220034398972203	39	1.14136874091318	1.15642255999464
M_m02833c	retinoate	2.84540668361037	0.00221773767208768	38	1.15096001464358	1.1526456627854
M_m02962s	taurochenodeoxycholate	2.83333987472805	0.00230321899418981	11	1.64563849661756	1.63469092063242
M_m01115s	5-methyl-THF	2.81213511368804	0.00246069128880781	3	2.62770519966449	1.62219344889305
M_m00758c	3alpha,7alpha-dihydroxy-5beta-cholestanate	2.77714063658045	0.00274197224345971	11	1.62406155857731	1.01982812782722
M_m01416c	calcitetrol	2.77276366474358	0.00277912357076899	4	2.32268737215271	1.99835122017078
M_m01416m	calcitetrol	2.77276366474358	0.00277912357076899	4	2.32268737215271	1.99835122017078
M_m01015m	4-methyl-pentanoyl-CoA	2.76442441700737	0.00285116580905473	5	2.13379440270472	1.12866746707723
M_m02969c	testosterone	2.76413884118134	0.00285366244102336	40	1.11576512175161	1.13931148472232
M_m00663m	2-methylbutyryl-CoA	2.76269207401636	0.0028663410514453	8	1.80699420595061	1.05955016438131
M_m01069c	5-alpha-dihydrotestosterone	2.7547044138701	0.00293725904489385	7	1.88612673564148	1.47179467012516
M_m00970l	4-aminobutyrate	2.74900735641177	0.00298880223165988	1	4.0621198213102	NA
M_m01638l	D-alanine	2.74900735641177	0.00298880223165988	1	4.0621198213102	NA
M_m01742l	D-proline	2.74900735641177	0.00298880223165988	1	4.0621198213102	NA
M_m01742s	D-proline	2.74900735641177	0.00298880223165988	1	4.0621198213102	NA
M_m01365c	arginine	2.74198424934584	0.0030534634944734	27	1.23266989395674	1.48165825553684
M_m02951c	sulfoglycolithocholate	2.74163436726908	0.00305671753848034	3	2.57586976682033	1.48709094108612
M_m02944m	succinyl-CoA	2.73360054324484	0.00313229969098748	17	1.40510706294075	1.33421692998724
M_m02046c	HCO3-	2.68884244684393	0.00358501256164858	44	1.07800180179656	1.89198640164922
M_m01364m	arachidonyl-CoA	2.68045948258765	0.00367605821828201	9	1.6950780322465	1.3049785084682
M_m02039r	H+	2.67303388154976	0.00375843290081564	124	0.865621371002746	1.22535054206369
M_m02962c	taurochenodeoxycholate	2.66940243743813	0.00379931724820074	12	1.54581545816401	1.59651542169432
M_m02426c	lysine	2.66609978162471	0.00383684566665158	22	1.28265022730328	1.64104292337236
M_m02993s	threonine	2.65347339291082	0.00398340256204499	23	1.26655264047981	1.59132456670166
M_m01392c	beta-hydroxy-beta-methylbutyrate	2.62384293562937	0.00434719343812454	3	2.48926401929968	0.556313880923758
M_m00661m	2-methyl-3-oxopropanoate	2.61495298700981	0.0044619868938692	12	1.52571611859233	0.907423235528208
M_m03154c	XTP	2.59955120834627	0.00466728750466188	1	3.87146413512209	NA
M_m01997c	glycolaldehyde	2.58751746707471	0.00483351471568969	10	1.60767536594275	1.18483000611184
M_m01146m	6(R)-hydroxy-tetradeca-(4E,8Z)-dienoate	2.56780295911407	0.00511726565245822	5	2.02181054436415	0.888020488747905
M_m01149m	6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate	2.56780295911407	0.00511726565245822	5	2.02181054436415	0.888020488747905
M_m01201m	8(R)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate	2.56780295911407	0.00511726565245822	5	2.02181054436415	0.888020488747905
M_m01206m	8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate	2.56780295911407	0.00511726565245822	5	2.02181054436415	0.888020488747905
M_m01435c	chenodiol	2.56450001843705	0.00516622869299726	17	1.35282212337765	1.43486326991654
M_m02320c	L-1-pyrroline-3-hydroxy-5-carboxylate	2.56422317786764	0.00517035147451145	4	2.18999283448717	1.22748357356687
M_m02034m	GTP	2.56361760505231	0.00517938003081969	17	1.3525492860784	1.6670099868968
M_m01415m	calcidiol	2.55913235777205	0.00524668904298987	6	1.8851030265914	1.72805897857273
M_m02950c	sulfochenodeoxycholate	2.55483040224226	0.00531197740658033	5	2.01442214949305	1.64846488071142
M_m01986c	glycine	2.54653248333606	0.0054399542555407	55	0.997616885599706	1.47771601405758
M_m01787c	estradiol-17beta	2.54408681152871	0.00547819254530802	35	1.10919510074226	1.17149171476529
M_m02402s	lithocholate	2.53128044348631	0.00568234710896666	1	3.78437364276403	NA
M_m02951s	sulfoglycolithocholate	2.53128044348631	0.00568234710896666	1	3.78437364276403	NA
M_m03129c	ursodeoxycholate	2.53128044348631	0.00568234710896666	1	3.78437364276403	NA
M_m03129s	ursodeoxycholate	2.53128044348631	0.00568234710896666	1	3.78437364276403	NA
M_m02039p	H+	2.5312434173751	0.00568294702916161	81	0.917925085792594	1.14243245507031
M_m00270c	10-HETE	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00276c	11,12,15-THETA	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00280c	11,14,15-THETA	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00296c	11h-14,15-EETA	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00297c	11-HETE	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00354c	13-HETE	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00366r	14,15-EET	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00390c	15H-11,12-EETA	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00396c	16(R)-HETE	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00400c	16alpha-hydroxyestrone	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00400r	16alpha-hydroxyestrone	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00414c	17-HETE	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00426c	18-HETE	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00427c	18-hydroxy-all-trans-retinoate	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00427r	18-hydroxy-all-trans-retinoate	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00430c	19(S)-HETE	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00431c	19-hydroxyandrostenedione	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00432c	19-hydroxytestosterone	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00433c	19-oxoandrostenedione	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00434c	19-oxo-testosterone	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m00649r	2-hydroxyestradiol-17beta	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01054r	5,6-EET	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01118r	5-oxo-(6E)-12-epi-LTB4	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01153c	6,7-dihydro-LTB4	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01153m	6,7-dihydro-LTB4	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01153p	6,7-dihydro-LTB4	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01153r	6,7-dihydro-LTB4	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01190c	7-HETE	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01209r	8,9-EET	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01213c	8-HETE	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01239c	9-HETE	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01802r	FAD	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m01803r	FADH2	2.53098281227299	0.00568717110679304	28	1.167338240818	1.18589050534679
M_m02856m	S-(2-methylbutanoyl)-dihydrolipoamide	2.52666402485124	0.00575758014727372	3	2.41781355729219	0.339399410058416
M_m02857m	S-(2-methylpropanoyl)-dihydrolipoamide	2.52666402485124	0.00575758014727372	3	2.41781355729219	0.339399410058416
M_m02858m	S-(3-methylbutanoyl)-dihydrolipoamide	2.52666402485124	0.00575758014727372	3	2.41781355729219	0.339399410058416
M_m02833r	retinoate	2.52532818864806	0.00577951433373623	33	1.12068136474202	1.26973328091062
M_m01628s	cysteine	2.52508930871382	0.00578344450469491	25	1.2022951683835	1.63324917109738
M_m00035c	(24R)-24,25-dihydroxycalciol	2.52043949105581	0.00586041941088934	1	3.77054424028495	NA
M_m00035m	(24R)-24,25-dihydroxycalciol	2.52043949105581	0.00586041941088934	1	3.77054424028495	NA
M_m00613m	24R,25-dihyoxyvitamin D2	2.52043949105581	0.00586041941088934	1	3.77054424028495	NA
M_m01418m	calcitroic acid	2.52043949105581	0.00586041941088934	1	3.77054424028495	NA
M_m01787r	estradiol-17beta	2.51232587387255	0.00599691390166243	55	0.991723233246219	1.37325802161948
M_m01716c	D-lactate	2.50665395572273	0.00609399836824854	16	1.35723874806446	0.876804621156775
M_m01987s	glycochenodeoxycholate	2.50646869307657	0.00609719280622467	7	1.76644457910498	1.65775392784657
M_m00592r	20-hydroxycholesterol	2.50207232083376	0.0061734350215035	3	2.39973259096389	1.44142246658932
M_m01988s	glycocholate	2.48713997729967	0.00643873599168382	11	1.51271972436062	1.68530702584857
M_m01075c	5-androstene-3,17-dione	2.48436856285477	0.00648907040866804	2	2.80350189475979	1.78247568012859
M_m01075r	5-androstene-3,17-dione	2.48436856285477	0.00648907040866804	2	2.80350189475979	1.78247568012859
M_m01336c	androstenediol	2.48436856285477	0.00648907040866804	2	2.80350189475979	1.78247568012859
M_m01336r	androstenediol	2.48436856285477	0.00648907040866804	2	2.80350189475979	1.78247568012859
M_m02760c	pregn-5-ene-3,20-dione	2.48436856285477	0.00648907040866804	2	2.80350189475979	1.78247568012859
M_m02761c	pregn-5-ene-3,20-dione-17-ol	2.48436856285477	0.00648907040866804	2	2.80350189475979	1.78247568012859
M_m00091m	(4Z,7Z,10Z)-hexadecatrienoyl-CoA	2.48135291897669	0.00654423566489707	7	1.75433548377515	1.35319980389609
M_m00980m	4-cis-decenoyl-CoA	2.48135291897669	0.00654423566489707	7	1.75433548377515	1.35319980389609
M_m01576m	cis,cis-myristo-5,8-dienoyl-CoA	2.48135291897669	0.00654423566489707	7	1.75433548377515	1.35319980389609
M_m01577m	cis,cis-palmito-7,10-dienoyl-CoA	2.48135291897669	0.00654423566489707	7	1.75433548377515	1.35319980389609
M_m03114s	UMP	2.47482691328976	0.00666503806115264	11	1.50799228982619	2.00714017983936
M_m01596s	CO2	2.46973906393905	0.00676058196697649	21	1.24576364175374	1.85280240982817
M_m02318c	kinetensin	2.45332555295469	0.00707710870465836	6	1.83020516100555	2.20390266644793
M_m01265m	acrylyl-CoA	2.44073946209767	0.00732861246105649	9	1.59332943558262	1.32569395712264
M_m02963s	taurocholate	2.440521651656	0.00733303338128061	12	1.46132695371301	1.61670929363052
M_m03037c	trans-4-hydroxy-L-proline	2.44007335628857	0.0073421398760677	7	1.73443332357191	1.09067195680901
M_m03037m	trans-4-hydroxy-L-proline	2.44007335628857	0.0073421398760677	7	1.73443332357191	1.09067195680901
M_m01421c	carbonate	2.43762380626504	0.00739207532377496	14	1.38826537532289	2.12824351396533
M_m01421s	carbonate	2.43762380626504	0.00739207532377496	14	1.38826537532289	2.12824351396533
M_m01638c	D-alanine	2.43153939253202	0.00751740666240784	4	2.10556599817074	1.55599191401129
M_m01622m	crotonyl-CoA	2.42963182898986	0.0075570836387962	11	1.4906402479515	1.24715789677682
M_m02387c	linoleate	2.42748452631967	0.00760196770048203	57	0.969275487319536	1.40355972918685
M_m00775c	3-hydroxyanthranilate	2.42092164676877	0.00774060687038267	3	2.34006683521774	0.425541425959098
M_m00016m	(13Z)-docosenoyl-CoA	2.40923507527369	0.00799299874770806	6	1.80732881461625	1.31605352412348
M_m00018m	(13Z)-eicosenoyl-CoA	2.40923507527369	0.00799299874770806	6	1.80732881461625	1.31605352412348
M_m01697m	dihomo-gamma-linolenoyl-CoA	2.40923507527369	0.00799299874770806	6	1.80732881461625	1.31605352412348
M_m01725m	docosanoyl-CoA	2.40923507527369	0.00799299874770806	6	1.80732881461625	1.31605352412348
M_m02052m	heneicosanoyl-CoA	2.40923507527369	0.00799299874770806	6	1.80732881461625	1.31605352412348
M_m02391m	linoleoyl-CoA	2.40923507527369	0.00799299874770806	6	1.80732881461625	1.31605352412348
M_m00408r	17alpha-hydroxypregnenolone	2.40510487852938	0.00808391252439237	4	2.08874568828013	1.3466122020967
M_m00409r	17alpha-hydroxyprogesterone	2.40510487852938	0.00808391252439237	4	2.08874568828013	1.3466122020967
M_m01128c	5-oxoprolyl-peptide	2.39627028000515	0.00828143600628692	1	3.61214616537989	NA
M_m02375c	L-glutaminyl-peptide	2.39627028000515	0.00828143600628692	1	3.61214616537989	NA
M_m01423c	carnosine	2.39187324902587	0.00838131508948405	9	1.57258828682846	1.38121757742535
M_m01638s	D-alanine	2.38271955076554	0.00859264047990823	3	2.31197887470008	1.8373972355264
M_m02041m	H2O2	2.38031653465035	0.00864888611495618	51	0.983043748348739	1.3986109956021
M_m01003c	4-hydroxyphenylacetate	2.37294752698905	0.00882338535901916	4	2.06828393066598	1.46959025840387
M_m01266c	activated methyl group	2.37294752698905	0.00882338535901916	4	2.06828393066598	1.46959025840387
M_m02477c	methylimidazoleacetic acid	2.37294752698905	0.00882338535901916	4	2.06828393066598	1.46959025840387
M_m02719m	phenylacetaldehyde	2.37294752698905	0.00882338535901916	4	2.06828393066598	1.46959025840387
M_m02720m	phenylacetate	2.37294752698905	0.00882338535901916	4	2.06828393066598	1.46959025840387
M_m02841c	ribitol	2.37294752698905	0.00882338535901916	4	2.06828393066598	1.46959025840387
M_m02915c	somatostatin fragment 3-14	2.3693251306311	0.0089102899891703	2	2.69963113872472	0.637434951656483
M_m02916c	somatostatin	2.3693251306311	0.0089102899891703	2	2.69963113872472	0.637434951656483
M_m01638p	D-alanine	2.35292069959004	0.00931330298745131	2	2.68481985726672	1.94779628860625
M_m01742c	D-proline	2.35292069959004	0.00931330298745131	2	2.68481985726672	1.94779628860625
M_m01988c	glycocholate	2.33932983800827	0.00965918480455186	12	1.42397325026182	1.6360212644073
M_m02946c	sulfate	2.33493460109111	0.0097734187235827	17	1.28184177612353	1.81063822844931
M_m02963c	taurocholate	2.33097723360984	0.00987728009214911	13	1.38336042151778	1.57320077240271
M_m02026c	GSH	2.32914107570437	0.00992579663500217	80	0.890647243311045	1.3320658716076
M_m00259c	10,11-epoxy-(4Z,7Z)-hexadecadienoic acid	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m00286m	11-carboxy-alpha-chromanol	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m00288m	11-carboxy-gamma-chromanol	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m00310c	12,13-epoxy-(6Z,9Z)-octadecadienoic acid	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m00345m	13-carboxy-alpha-tocotrienol	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m00766m	3-carboxy-alpha-chromanol	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m01055c	5,6-epoxy-(8Z)-tetradecenoic acid	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m01176c	7,8-epoxy-(4Z,10Z)-hexadecadienoic acid	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m01185m	7-carboxy-alpha-chromanol	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m01187m	7-carboxy-gamma-chromanol	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m01210c	8,9-epoxy-(5Z)-tetradecenoic acid	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m01219c	9,10-epoxy-(6Z,12Z)-octadecadienoic acid	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m01225m	9-carboxy-alpha-chromanol	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m01227m	9-carboxy-gamma-chromanol	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m01923m	gamma-carboxyethyl-hydroxychroman	2.31161255308318	0.010399522119872	24	1.16214643919068	1.38709085668142
M_m01987c	glycochenodeoxycholate	2.3077750357215	0.010505826057869	8	1.60160926111373	1.60403271728976
M_m02000c	glycolithocholate	2.30512660587289	0.0105797419067101	6	1.75331213044004	1.60717759524277
M_m02552c	NAD+	2.2878126139159	0.0110742179729418	181	0.77541543178604	1.34295248650635
M_m01961c	glucono-1,5-lactone-6-phosphate	2.27398515554313	0.0114834395309934	3	2.23203228224974	1.65876513369563
M_m01961r	glucono-1,5-lactone-6-phosphate	2.27398515554313	0.0114834395309934	3	2.23203228224974	1.65876513369563
M_m01833r	formate	2.26330939051166	0.011808311913301	28	1.10291829909405	1.1359204067574
