baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_symbol
ENSG00000005844	1285.86697769487	0.396486135478915	0.261125980848966	1.51837107203914	0.128920879983952	0.415607180763219	ITGAL
ENSG00000005882	1721.14985842221	-0.808632685306231	0.262428380244566	-3.0813461735832	0.00206066920714216	0.0527542605694814	PDK2
ENSG00000005884	1037.36724096514	0.180698990172903	0.475117382407684	0.380324940454085	0.703704224226848	0.872390774810234	ITGA3
ENSG00000005889	947.755621624189	0.054853455626761	0.186368554689831	0.294327847946518	0.768507394995086	0.906908347942817	ZFX
ENSG00000005893	12718.2307498903	-0.331290322161947	0.19872665440036	-1.66706536252817	0.0955014086493339	0.361589266523432	LAMP2
ENSG00000005961	17.3613461917693	0.0376797245123033	0.496300865020256	0.0759211340700876	0.939481842827456	0.977040722578698	ITGA2B
ENSG00000005981	65.3490298427792	-0.00779382839070482	0.516241737717483	-0.0150972457693261	0.987954598270118	0.995275951310838	ASB4
ENSG00000006007	1555.48603981555	-0.23116170277271	0.11470206767863	-2.01532289217641	0.0438708278260297	0.248812945582221	GDE1
ENSG00000006015	1754.44848205006	0.367170356739277	0.22361412222771	1.64198196912349	0.100593740873748	0.371030848770215	C19orf60
ENSG00000006016	85.7813289357122	-1.1171289207824	0.410311626716851	-2.72263530458841	0.0064763507186569	0.0953051372394842	CRLF1
ENSG00000006025	213.944070124092	0.0815628265938946	0.356175661950391	0.228996069375608	0.818871971147805	0.931786295862387	OSBPL7
ENSG00000006042	2215.09769508226	0.331084741791025	0.431315585060856	0.767615994549121	0.442715357145727	0.722799675866584	TMEM98
ENSG00000006047	249.43690464726	0.671802971130376	0.561686042999402	1.19604711475996	0.231678173635082	0.541944047292047	YBX2
ENSG00000006062	1075.03557084036	-0.188217557543563	0.254906005700777	-0.738380239516613	0.460283419105428	0.734198285512674	MAP3K14
ENSG00000006071	17.0944462766303	0.688980848910517	0.638160539252978	1.07963561914535	0.280304473449929	0.590714962559987	ABCC8
ENSG00000006116	0.276864199311724	-0.00561014252614778	1.35152695257195	-0.00415096607246469	0.996688017769562	NA	CACNG3
ENSG00000006118	589.619330961871	1.58304796114982	0.404512210499148	3.9134738582957	9.09777537912817e-05	0.00785167613400624	TMEM132A
ENSG00000006125	4655.75689991933	-0.270745401394886	0.155575573009402	-1.74028220598952	0.0818094769685669	0.33586480582644	AP2B1
ENSG00000006128	0.583621370096964	0.864240213330875	1.15136936605972	0.750619426577696	0.45288172636354	NA	TAC1
ENSG00000006194	1071.42410053353	0.076962000062211	0.107825118351334	0.713766896238781	0.47537133278667	0.743292069254769	ZNF263
ENSG00000006210	1677.65168087218	-0.279119101705805	0.283524847821853	-0.984460811283757	0.324888990804847	0.632219386710054	CX3CL1
ENSG00000006282	2683.40683403929	-0.24824129374524	0.237629434775015	-1.04465717380623	0.296181444840102	0.607737150976525	SPATA20
ENSG00000006283	9.95617615219988	-1.05436689788366	0.75893601489425	-1.38926981615252	0.164750718692184	0.468114603835932	CACNA1G
ENSG00000006327	2824.75166003389	-0.0232914833509149	0.324680242696295	-0.0717366820890968	0.942811463265436	0.978451218271082	TNFRSF12A
ENSG00000006377	25.8152019751669	0.280468274656894	1.07484487755648	0.260938374004724	0.794140031499183	0.919646637101162	DLX6
ENSG00000006432	309.791539826222	0.0196727703446298	0.265958378575802	0.0739693573482318	0.941034767737963	0.97775911069806	MAP3K9
ENSG00000006451	1590.18943092081	0.151873947344039	0.117810336699429	1.28913940490228	0.197349626469877	0.507029496160579	RALA
ENSG00000006453	3658.15583988232	-0.211512513877308	0.289480060430641	-0.730663499111665	0.464984715804653	0.73678416851099	BAIAP2L1
ENSG00000006459	680.951514717461	-0.285599354338133	0.17401046907371	-1.64127684879209	0.100739959595573	0.371173271340493	KDM7A
ENSG00000006468	323.004631316526	0.00218836424424125	0.352560946397078	0.00620705233124874	0.995047520577929	0.997838994447378	ETV1
ENSG00000006530	824.221418771452	-0.108056342914506	0.204913678795155	-0.527326157774593	0.597967112375121	0.820391280497471	AGK
ENSG00000006534	681.62258477586	0.72999994647081	0.296460074884184	2.46238872723753	0.0138014991027576	0.139773608353059	ALDH3B1
ENSG00000006555	334.352504885066	0.494903314750769	0.298283692182276	1.65916986989802	0.0970815671756972	0.364748904428585	TTC22
ENSG00000006576	584.141755666906	0.178487525857076	0.196770740062046	0.907083674131607	0.364362550738862	0.661628793569518	PHTF2
ENSG00000006606	7.73642838199078	0.0840434137777158	0.517416570608579	0.162428918113049	0.870968099843878	0.953690992191439	CCL26
ENSG00000006607	725.455291832726	-0.268950427440161	0.177517298739539	-1.51506602088835	0.129755685592486	0.41705111990563	FARP2
ENSG00000006611	410.81024887008	0.478587546062482	0.773701097806981	0.618569040962997	0.53620030217878	0.785117587646968	USH1C
ENSG00000006625	1397.27563963409	0.524084833779882	0.208296998843425	2.51604601453634	0.0118679687074961	0.130411986495072	GGCT
ENSG00000006634	278.134357573381	0.262943571049541	0.190080589076062	1.38332678958777	0.166564687285376	0.470446735019091	DBF4
ENSG00000006638	155.613644332643	-0.0861497191178759	0.300498917555716	-0.286688949892483	0.774350499303526	0.909756339338414	TBXA2R
ENSG00000006652	1148.11227188185	0.415533589099859	0.180089448435471	2.30737332314476	0.0210340170932036	0.171606852888376	IFRD1
ENSG00000006659	0.685548475629025	1.80022618163082	1.36352587113228	1.3202728453813	0.186743938388872	NA	LGALS14
ENSG00000006695	475.793840349059	-0.167106046849261	0.184465046042581	-0.905895455178463	0.364991190111842	0.662213660410156	COX10
ENSG00000006704	656.65661618831	0.507561697214994	0.237140084547662	2.14034543414772	0.0323268607627127	0.21482354271668	GTF2IRD1
ENSG00000006712	3286.04235588186	-0.0244282752472532	0.15475621031859	-0.157850048130307	0.874574960278219	0.955003180396882	PAF1
ENSG00000006715	1514.10623223136	-0.224216369708703	0.181029762125198	-1.23856081495394	0.215508187170778	0.524744106169576	VPS41
ENSG00000006740	189.370340098556	-0.702007772439597	0.470048492299752	-1.49347946847987	0.135311724720521	0.425418735285116	ARHGAP44
ENSG00000006744	2368.38000720092	-0.0463713177813614	0.161894838021091	-0.286428636936037	0.774549843958169	0.909804614775355	ELAC2
ENSG00000006747	26.0828309954632	0.502583784937516	0.508044048585825	0.989252381435217	0.322539675779735	0.630278924560739	SCIN
ENSG00000006756	2486.05410629851	-0.391433019578432	0.231985322877374	-1.68731803686279	0.0915422145953281	0.355289356072447	ARSD
ENSG00000006757	904.111116268506	-0.574932153013897	0.186341924890776	-3.08536124305301	0.00203305061304568	0.0524910537772438	PNPLA4
ENSG00000006788	3.43141710395031	1.90320104795321	0.825802191024827	2.30466940950026	0.0211850953851492	0.172251153015038	MYH13
ENSG00000006831	6034.6523054861	-0.255002051917348	0.203364908946104	-1.25391373191591	0.20987336327747	0.51936673997457	ADIPOR2
ENSG00000006837	25.4065548168324	0.530904650068188	0.222865214065355	2.38217818018248	0.0172105677326702	0.156062387847194	CDKL3
ENSG00000007001	392.649444651966	1.99452623672593	0.645453541989892	3.09011587507434	0.00200078420902761	0.0522454993557281	UPP2
ENSG00000007038	15.8629866716496	2.30459351249543	0.7082900248736	3.25374272058498	0.00113895380081059	0.0364444085391099	PRSS21
ENSG00000007047	2021.36360079296	0.217232752330711	0.161590147895999	1.34434404051987	0.178837160378495	0.486345711928084	MARK4
ENSG00000007062	58.3696631067601	0.804834618944685	0.748456722023218	1.07532552686422	0.282229011363769	0.59197831854808	PROM1
ENSG00000007080	2911.41120562805	0.250681061906617	0.208858838270305	1.20024157934933	0.230045531360765	0.540164112968604	CCDC124
ENSG00000007129	29.6824392305768	-0.133889831605021	0.344264580533081	-0.38891550039129	0.697338655444201	0.869495532567693	CEACAM21
ENSG00000007168	2451.0262546323	-0.269173616897407	0.12347625000694	-2.179962680129	0.0292602280305719	0.202841348980835	PAFAH1B1
ENSG00000007171	58.8039522552015	-0.539133489911563	0.361124855025627	-1.49292822803156	0.135455975151914	0.425461519476427	NOS2
ENSG00000007174	4.02137411482124	0.286225696032074	0.670830144967553	0.426673872930857	0.669616883090616	0.857173866571339	DNAH9
ENSG00000007202	3797.94345790723	-0.0968802168326144	0.211330345697793	-0.458430219818763	0.646643384683077	0.846339819371814	KIAA0100
ENSG00000007216	126.157792231382	0.129060482936391	0.615356819282011	0.20973275812069	0.833876256831017	0.937234526006161	SLC13A2
ENSG00000007237	262.244830740985	0.218076300928668	0.331794873265298	0.65726241874237	0.511012196652136	0.767787033335604	GAS7
ENSG00000007255	1637.94100907766	-0.135433670582812	0.277486214911495	-0.488073508898482	0.625497774392864	0.83479460249249	TRAPPC6A
ENSG00000007264	113.931680471835	0.114384281160047	0.2885157268307	0.396457698914858	0.691767408032097	0.866759607675219	MATK
ENSG00000007306	12.1850235156898	-0.446878243318079	1.55941938102554	-0.286567070254182	0.774443831471195	0.90980401616945	CEACAM7
ENSG00000007312	164.603397110483	0.263527477971921	0.336017598399652	0.784266893243155	0.432883521272936	0.714669563644962	CD79B
ENSG00000007314	87.0518860655547	-0.67002355472773	0.359614220926256	-1.86317313314794	0.0624379115546646	0.295902685855024	SCN4A
ENSG00000007341	316.550837640783	0.0417784609687078	0.149367909580198	0.279701718301656	0.779706359914375	0.912443722991126	ST7L
ENSG00000007350	21.5870035596655	0.69129007545007	0.64654037412991	1.06921408640626	0.284973212783536	0.595316497199326	TKTL1
ENSG00000007372	77.3101207346398	0.696161968035202	0.251363062025294	2.76954761143524	0.00561341993428381	0.0883345379622197	PAX6
ENSG00000007376	892.127827052253	0.475802002900026	0.20115210896556	2.36538411328061	0.0180113792332212	0.158707607003126	RPUSD1
ENSG00000007384	647.224835271511	0.47024773080658	0.291293571116928	1.61434297709858	0.106453052947591	0.381465988819262	RHBDF1
ENSG00000007392	956.202498084478	0.376209579653908	0.194770252889211	1.93155563579775	0.0534143760786146	0.273560166371302	LUC7L
ENSG00000007402	52.056921480149	-0.446453910736828	0.363718927073028	-1.22746955823717	0.219646156651439	0.52815100125733	CACNA2D2
ENSG00000007516	596.994377082237	0.252379436812196	0.355128463959055	0.710670820352193	0.477288245760739	0.744150277945712	BAIAP3
ENSG00000007520	2161.82414318543	0.251045566775312	0.178920370835948	1.40311338279919	0.160583031051362	0.46259409453412	TSR3
ENSG00000007541	1902.83148017065	-0.128164489155201	0.168981649369718	-0.758452113784184	0.448180369896981	0.726412431619576	PIGQ
ENSG00000007545	361.309595589649	0.0973064409345212	0.173806437247011	0.559855218689229	0.575578195813809	0.80812415688707	CRAMP1
ENSG00000007866	1101.49321517888	0.120025172635659	0.18110742237083	0.662729175118507	0.507504020895719	0.765343861758402	TEAD3
ENSG00000007908	136.937370183456	-1.81883551362676	0.5324407850563	-3.41603341568666	0.000635404493653547	0.025792582339281	SELE
ENSG00000007923	838.504683273196	-0.159989908159106	0.214983441287117	-0.744196423693088	0.456757651319925	0.731856114113224	DNAJC11
ENSG00000007933	16560.4984983102	-1.40312944889757	0.476823478071827	-2.94266015291766	0.00325405423409641	0.0669796993740716	FMO3
ENSG00000007944	333.886108707401	0.010787176359599	0.252777622864096	0.0426745699930829	0.965960951303007	0.987162798923508	MYLIP
ENSG00000007952	36.3217197516367	-0.0509984717190172	0.309214430272905	-0.164929145363647	0.868999751850039	0.952794542833382	NOX1
ENSG00000007968	155.492888851802	0.693408321292992	0.379692686887822	1.82623565119613	0.0678147733589955	0.306981993732964	E2F2
ENSG00000008018	7834.61772130109	-0.0954202344208169	0.213455654406608	-0.447026033046905	0.654856263499094	0.850346783358595	PSMB1
ENSG00000008056	67.434758110128	-0.0496326707013308	0.466714982003144	-0.106344712758753	0.915308857049195	0.968409207894882	SYN1
ENSG00000008083	599.486583835009	0.170457375871875	0.160033367366861	1.06513646920344	0.286814177995262	0.597424501494301	JARID2
ENSG00000008086	320.588356137742	-0.0393483386725135	0.262007542036914	-0.150180175603379	0.880622466078245	0.957632617696835	CDKL5
ENSG00000008118	13.1603349062491	-0.99176481126007	0.477637939953526	-2.07639454134772	0.0378574757032359	0.231634273193363	CAMK1G
ENSG00000008128	175.799689496996	0.131966231644139	0.174105352063953	0.757967690709845	0.448470325019391	0.726502681789486	CDK11A
ENSG00000008130	3064.17388734105	-0.225664138659262	0.229634754309052	-0.982708995153034	0.325750682315247	0.632669119195244	NADK
ENSG00000008196	0.66340944499843	-0.263667746848288	1.43455546934598	-0.183797526468945	0.854172296673965	NA	TFAP2B
ENSG00000008226	35.0993004878672	-0.267620302937341	0.312874710427761	-0.855359330805138	0.392352250979801	0.683835346305236	DLEC1
ENSG00000008256	481.877486842732	-0.138127795374533	0.24582864966423	-0.561886482975836	0.574193363756066	0.806968134346551	CYTH3
ENSG00000008277	69.9782595608022	0.400789155944158	0.481898921197448	0.831687182341592	0.405585537432527	0.694237173888328	ADAM22
ENSG00000008282	3732.44531564036	-0.15558364411363	0.152018735173576	-1.02345045783984	0.306094912679324	0.615828598814727	SYPL1
ENSG00000008283	1967.48841905043	0.437363139460927	0.35825108563192	1.22082851106916	0.222150956401012	0.531190774269372	CYB561
ENSG00000008294	2473.67834107745	-0.387212200732713	0.180599695187123	-2.14403573788712	0.0320300233733543	0.214034022905944	SPAG9
ENSG00000008300	332.4918435263	0.220216684347392	0.376002826055319	0.585678269117564	0.55809174001401	0.798126719736454	CELSR3
ENSG00000008311	800.739820389746	-0.635360832708935	0.485571697876135	-1.30847995360514	0.190710569555274	0.499800211688166	AASS
ENSG00000008323	405.312277419126	0.375470330746335	0.411075817318723	0.913384623779069	0.361040289588601	0.659533020204564	PLEKHG6
ENSG00000008324	837.333825260459	0.659948388163702	0.244264159692481	2.70178150161101	0.00689690695656259	0.0974867058740958	SS18L2
ENSG00000008382	1874.5495357983	-0.237203098522372	0.202246196530302	-1.17284330974715	0.24085864664719	0.552103411075254	MPND
ENSG00000008394	26187.0483504467	-0.192983240964926	0.294679939105015	-0.654891003273055	0.512537933099562	0.768906471256772	MGST1
ENSG00000008405	719.031414914663	-0.285290558664568	0.228622999240772	-1.24786464884103	0.212080628575834	0.520742448794394	CRY1
ENSG00000008438	2.27549448925824	-1.11453737059184	0.550651363045409	-2.02403452599814	0.04296659943604	0.24561776418847	PGLYRP1
ENSG00000008441	2935.45808510772	-0.221491686345713	0.243831565309628	-0.908379873067103	0.363677555756391	0.661548330770381	NFIX
